source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[bait]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[collision energy]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[bait]	factor value[organism]
JB43-14	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp6	cell	2	qx030139	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030139.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp6	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-15	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp6	cell	3	qx030140	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030140.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp6	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-16	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp7	cell	1	qx030142	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030142.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp7	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-17	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp7	cell	2	qx030143	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030143.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp7	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-18	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp7	cell	3	qx030144	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030144.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp7	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-19	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp8	cell	1	qx030146	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030146.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp8	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-20	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp8	cell	2	qx030147	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030147.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp8	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-21	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp8	cell	3	qx030148	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030148.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp8	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-22	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp9	cell	1	qx030150	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030150.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp9	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-23	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp9	cell	2	qx030151	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030151.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp9	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-24	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp9	cell	3	qx030152	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030152.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp9	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-25	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp10	cell	1	qx030154	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030154.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp10	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-26	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp10	cell	2	qx030155	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030155.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp10	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-27	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp10	cell	3	qx030156	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030156.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp10	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-28	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp11	cell	1	qx030158	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030158.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp11	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-29	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp11	cell	2	qx030159	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030159.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp11	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-30	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp11	cell	3	qx030160	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030160.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp11	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-31	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp12	cell	1	qx030162	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030162.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp12	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-32	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp12	cell	2	qx030163	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030163.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp12	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-33	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp12	cell	3	qx030164	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030164.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp12	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-34	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp14	cell	1	qx030166	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030166.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp14	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-35	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp14	cell	2	qx030167	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030167.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp14	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-36	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp14	cell	3	qx030168	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030168.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp14	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-37	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp15	cell	1	qx030172	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030172.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp15	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-38	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp15	cell	2	qx030173	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030173.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp15	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-39	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp15	cell	3	qx030174	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030174.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp15	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-40	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp16	cell	1	qx030176	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030176.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp16	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-41	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp16	cell	2	qx030177	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030177.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp16	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-42	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Nsp16	cell	3	qx030178	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030178.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Nsp16	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-43	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_E	cell	1	qx030180	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030180.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_E	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
JB43-44	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	not available	not available	normal	not available	not available	not available	SARS-CoV-2_E	cell	2	qx030181	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030181.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_E	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479
